it_start_UT,it_end_UT,sfu_10640MHz,std_sfu_10640MHz,corr_sfu_10640MHz,corr_std_sfu_10640MHz,temp_K,precip_mm,global_irr_Wm2,quality_check_pointing,comment
2024-12-15 09:00:00,2024-12-15 10:00:00,0.6814242294584961,1.7005366881968718,0.6814242294584961,1.7005366881968718,283.6333333333333,0.0,256.8333333333333,1,CI/DM 
2024-12-15 11:00:00,2024-12-15 12:00:00,2.025468478513363,0.0814613941897203,2.025468478513363,0.0814613941897203,285.9,0.0,377.3333333333333,1,CI/DM 
2024-12-15 13:00:00,2024-12-15 14:00:00,1.7934685594959037,0.1048330741397768,1.7934685594959037,0.1048330741397768,285.8666666666666,0.0,259.8333333333333,1,CI/DM 
2024-12-16 09:00:00,2024-12-16 10:00:00,1.5243377495215016,0.625718616314604,1.5243377495215016,0.625718616314604,284.01666666666665,0.0,91.66666666666669,1,CI/DM 
2024-12-16 11:00:00,2024-12-16 12:00:00,2.0488369613725688,0.09394716368659,2.0488369613725688,0.09394716368659,286.35,0.0,350.1666666666667,1,CI/DM 
2024-12-16 13:00:00,2024-12-16 14:00:00,1.7989248768481398,0.1067487728573527,1.7989248768481398,0.1067487728573527,285.26666666666665,0.0,250.8333333333333,1,CI/DM 
2024-12-17 09:00:00,2024-12-17 10:00:00,1.3124990955392035,1.0022567335038963,1.3124990955392035,1.0022567335038963,280.43333333333334,0.0,254.8333333333333,1,CI/DM 
2024-12-17 11:00:00,2024-12-17 12:00:00,2.115260264786109,0.1966583858212215,2.115260264786109,0.1966583858212215,281.5333333333333,0.0,242.5,1,CI/DM 
2024-12-17 13:00:00,2024-12-17 14:00:00,,,,,281.81666666666666,0.0,181.5,1,TO 
2024-12-18 09:00:00,2024-12-18 10:00:00,8188.372613477937,14282.524952409864,8188.372613477937,14282.524952409864,280.1,0.0,206.0,1,FL/IF CI/DM 
2024-12-18 11:00:00,2024-12-18 12:00:00,313.68300343501915,10.989517191228796,313.68300343501915,10.989517191228796,282.18333333333334,0.0,283.5,1,
2024-12-18 13:00:00,2024-12-18 14:00:00,292.79192154758937,11.157221678450728,292.79192154758937,11.157221678450728,282.51666666666665,0.0,196.5,1,
2024-12-19 09:00:00,2024-12-19 10:00:00,302.026003302591,8.16739741357165,302.026003302591,8.16739741357165,278.79999999999995,0.0,21.0,1,
2024-12-19 11:00:00,2024-12-19 12:00:00,309.6585549590699,11.516779096732744,309.6585549590699,11.516779096732744,278.4833333333333,0.1,43.833333333333336,1,PR 
2024-12-19 13:00:00,2024-12-19 14:00:00,278.16945662631383,12.284395450684633,278.16945662631383,12.284395450684633,277.91666666666663,0.2,25.33333333333333,1,PR 
2024-12-20 09:00:00,2024-12-20 10:00:00,287.9746859982862,8.280637820588646,287.9746859982862,8.280637820588646,282.79999999999995,0.0,270.1666666666667,1,
2024-12-20 11:00:00,2024-12-20 12:00:00,293.8644124754344,20.59806377098882,293.8644124754344,20.59806377098882,283.81666666666666,0.0,361.1666666666667,1,CI/DM 
2024-12-20 13:00:00,2024-12-20 14:00:00,260.4387939391836,15.31262140259014,260.4387939391836,15.31262140259014,283.76666666666665,0.0,283.5,1,
2024-12-21 09:00:00,2024-12-21 10:00:00,300.25316406722385,8.50621571463158,300.25316406722385,8.50621571463158,278.8666666666666,0.0,254.5,1,
2024-12-21 11:00:00,2024-12-21 12:00:00,314.6962552378801,9.664077130164095,314.6962552378801,9.664077130164095,281.0,0.0,361.3333333333333,1,
2024-12-21 13:00:00,2024-12-21 14:00:00,287.08644526873235,12.113375333091032,287.08644526873235,12.113375333091032,281.79999999999995,0.0,266.6666666666667,1,
