# DiSEqC radio telescope tracker
# Author: Christian Monstein, HB9SCT
# Version: 2023-04-27
# Reference positions: Azimuth= 183.400 deg, Elevation=  60.500 deg

TIME [UT];Real azimuth [deg];Real elevation [deg];Rotor azimuth [deg];Rotor elevation [deg]; Message
11.31439; 171.019;  14.794;  12.381; -45.705;Commanded position az=12.381, el=-45.705
11.31460; 171.019;  14.294;  12.381; -46.205;Commanded position az=12.381, el=-46.205
11.31481; 171.019;  13.794;  12.381; -46.705;Commanded position az=12.381, el=-46.705
11.31502; 171.019;  13.294;  12.381; -47.205;Commanded position az=12.381, el=-47.205
11.31523; 171.019;  12.794;  12.381; -47.705;Commanded position az=12.381, el=-47.705
11.31544; 171.019;  12.294;  12.381; -48.205;Commanded position az=12.381, el=-48.205
11.31565; 171.019;  11.794;  12.381; -48.705;Commanded position az=12.381, el=-48.705
11.31586; 171.519;  11.794;  11.881; -48.705;Commanded position az=11.881, el=-48.705
11.31607; 171.519;  12.294;  11.881; -48.205;Commanded position az=11.881, el=-48.205
11.31628; 171.519;  12.794;  11.881; -47.705;Commanded position az=11.881, el=-47.705
11.31649; 171.519;  13.294;  11.881; -47.205;Commanded position az=11.881, el=-47.205
11.31670; 171.519;  13.794;  11.881; -46.705;Commanded position az=11.881, el=-46.705
11.31691; 171.519;  14.294;  11.881; -46.205;Commanded position az=11.881, el=-46.205
11.31712; 171.519;  14.794;  11.881; -45.705;Commanded position az=11.881, el=-45.705
11.31733; 171.519;  15.294;  11.881; -45.205;Commanded position az=11.881, el=-45.205
11.31754; 171.519;  15.794;  11.881; -44.705;Commanded position az=11.881, el=-44.705
11.31775; 171.519;  16.294;  11.881; -44.205;Commanded position az=11.881, el=-44.205
11.31796; 171.519;  16.794;  11.881; -43.705;Commanded position az=11.881, el=-43.705
11.31817; 171.519;  17.294;  11.881; -43.205;Commanded position az=11.881, el=-43.205
11.31837; 171.519;  17.794;  11.881; -42.705;Commanded position az=11.881, el=-42.705
11.31858; 171.519;  18.294;  11.881; -42.205;Commanded position az=11.881, el=-42.205
11.31879; 171.519;  18.794;  11.881; -41.705;Commanded position az=11.881, el=-41.705
11.31900; 171.519;  19.294;  11.881; -41.205;Commanded position az=11.881, el=-41.205
11.31921; 171.519;  19.794;  11.881; -40.705;Commanded position az=11.881, el=-40.705
11.31942; 171.519;  20.294;  11.881; -40.205;Commanded position az=11.881, el=-40.205
11.31963; 171.519;  20.794;  11.881; -39.705;Commanded position az=11.881, el=-39.705
11.31984; 171.519;  21.294;  11.881; -39.205;Commanded position az=11.881, el=-39.205
11.32005; 171.519;  21.794;  11.881; -38.705;Commanded position az=11.881, el=-38.705
11.32026; 171.519;  22.294;  11.881; -38.205;Commanded position az=11.881, el=-38.205
11.32047; 171.519;  22.794;  11.881; -37.705;Commanded position az=11.881, el=-37.705
11.32068; 171.519;  23.294;  11.881; -37.205;Commanded position az=11.881, el=-37.205
11.32089; 171.519;  23.794;  11.881; -36.705;Commanded position az=11.881, el=-36.705
11.32110; 171.519;  24.294;  11.881; -36.205;Commanded position az=11.881, el=-36.205
11.32131; 171.519;  24.794;  11.881; -35.705;Commanded position az=11.881, el=-35.705
11.32152; 171.519;  25.294;  11.881; -35.205;Commanded position az=11.881, el=-35.205
11.32173; 171.519;  25.794;  11.881; -34.705;Commanded position az=11.881, el=-34.705
11.32193; 171.519;  26.294;  11.881; -34.205;Commanded position az=11.881, el=-34.205
11.32214; 171.519;  26.794;  11.881; -33.705;Commanded position az=11.881, el=-33.705
11.32235; 171.519;  27.294;  11.881; -33.205;Commanded position az=11.881, el=-33.205
11.32256; 171.519;  27.794;  11.881; -32.705;Commanded position az=11.881, el=-32.705
11.32277; 171.519;  28.294;  11.881; -32.205;Commanded position az=11.881, el=-32.205
11.32298; 171.519;  28.794;  11.881; -31.705;Commanded position az=11.881, el=-31.705
11.32319; 171.519;  29.294;  11.881; -31.205;Commanded position az=11.881, el=-31.205
11.32340; 171.519;  29.794;  11.881; -30.705;Commanded position az=11.881, el=-30.705
11.32361; 171.519;  30.294;  11.881; -30.205;Commanded position az=11.881, el=-30.205
11.32382; 171.519;  30.794;  11.881; -29.705;Commanded position az=11.881, el=-29.705
11.32403; 171.519;  31.294;  11.881; -29.205;Commanded position az=11.881, el=-29.205
11.32424; 171.519;  31.794;  11.881; -28.705;Commanded position az=11.881, el=-28.705
11.32445; 172.019;  31.794;  11.381; -28.705;Commanded position az=11.381, el=-28.705
11.32466; 172.019;  31.294;  11.381; -29.205;Commanded position az=11.381, el=-29.205
11.32487; 172.019;  30.794;  11.381; -29.705;Commanded position az=11.381, el=-29.705
11.32508; 172.019;  30.294;  11.381; -30.205;Commanded position az=11.381, el=-30.205
11.32529; 172.019;  29.794;  11.381; -30.705;Commanded position az=11.381, el=-30.705
11.32549; 172.019;  29.294;  11.381; -31.205;Commanded position az=11.381, el=-31.205
11.32571; 172.019;  28.794;  11.381; -31.705;Commanded position az=11.381, el=-31.705
11.32592; 172.019;  28.294;  11.381; -32.205;Commanded position az=11.381, el=-32.205
11.32612; 172.019;  27.794;  11.381; -32.705;Commanded position az=11.381, el=-32.705
11.32633; 172.019;  27.294;  11.381; -33.205;Commanded position az=11.381, el=-33.205
11.32654; 172.019;  26.794;  11.381; -33.705;Commanded position az=11.381, el=-33.705
11.32675; 172.019;  26.294;  11.381; -34.205;Commanded position az=11.381, el=-34.205
11.32696; 172.019;  25.794;  11.381; -34.705;Commanded position az=11.381, el=-34.705
11.32717; 172.019;  25.294;  11.381; -35.205;Commanded position az=11.381, el=-35.205
11.32738; 172.019;  24.794;  11.381; -35.705;Commanded position az=11.381, el=-35.705
11.32759; 172.019;  24.294;  11.381; -36.205;Commanded position az=11.381, el=-36.205
11.32780; 172.019;  23.794;  11.381; -36.705;Commanded position az=11.381, el=-36.705
11.32801; 172.019;  23.294;  11.381; -37.205;Commanded position az=11.381, el=-37.205
11.32822; 172.019;  22.794;  11.381; -37.705;Commanded position az=11.381, el=-37.705
11.32843; 172.019;  22.294;  11.381; -38.205;Commanded position az=11.381, el=-38.205
11.32864; 172.019;  21.794;  11.381; -38.705;Commanded position az=11.381, el=-38.705
11.32885; 172.019;  21.294;  11.381; -39.205;Commanded position az=11.381, el=-39.205
11.32906; 172.019;  20.794;  11.381; -39.705;Commanded position az=11.381, el=-39.705
11.32927; 172.019;  20.294;  11.381; -40.205;Commanded position az=11.381, el=-40.205
11.32948; 172.019;  19.794;  11.381; -40.705;Commanded position az=11.381, el=-40.705
11.32968; 172.019;  19.294;  11.381; -41.205;Commanded position az=11.381, el=-41.205
11.32989; 172.019;  18.794;  11.381; -41.705;Commanded position az=11.381, el=-41.705
11.33010; 172.019;  18.294;  11.381; -42.205;Commanded position az=11.381, el=-42.205
11.33031; 172.019;  17.794;  11.381; -42.705;Commanded position az=11.381, el=-42.705
11.33052; 172.019;  17.294;  11.381; -43.205;Commanded position az=11.381, el=-43.205
11.33073; 172.019;  16.794;  11.381; -43.705;Commanded position az=11.381, el=-43.705
11.33094; 172.019;  16.294;  11.381; -44.205;Commanded position az=11.381, el=-44.205
11.33115; 172.019;  15.794;  11.381; -44.705;Commanded position az=11.381, el=-44.705
11.33136; 172.019;  15.294;  11.381; -45.205;Commanded position az=11.381, el=-45.205
11.33157; 172.019;  14.794;  11.381; -45.705;Commanded position az=11.381, el=-45.705
11.33178; 172.019;  14.294;  11.381; -46.205;Commanded position az=11.381, el=-46.205
11.33199; 172.019;  13.794;  11.381; -46.705;Commanded position az=11.381, el=-46.705
11.33220; 172.019;  13.294;  11.381; -47.205;Commanded position az=11.381, el=-47.205
11.33241; 172.019;  12.794;  11.381; -47.705;Commanded position az=11.381, el=-47.705
11.33262; 172.019;  12.294;  11.381; -48.205;Commanded position az=11.381, el=-48.205
11.33283; 172.019;  11.794;  11.381; -48.705;Commanded position az=11.381, el=-48.705
11.33304; 172.519;  11.794;  10.881; -48.705;Commanded position az=10.881, el=-48.705
11.33325; 172.519;  12.294;  10.881; -48.205;Commanded position az=10.881, el=-48.205
11.33345; 172.519;  12.794;  10.881; -47.705;Commanded position az=10.881, el=-47.705
11.33366; 172.519;  13.294;  10.881; -47.205;Commanded position az=10.881, el=-47.205
11.33387; 172.519;  13.794;  10.881; -46.705;Commanded position az=10.881, el=-46.705
11.33408; 172.519;  14.294;  10.881; -46.205;Commanded position az=10.881, el=-46.205
11.33429; 172.519;  14.794;  10.881; -45.705;Commanded position az=10.881, el=-45.705
11.33450; 172.519;  15.294;  10.881; -45.205;Commanded position az=10.881, el=-45.205
11.33471; 172.519;  15.794;  10.881; -44.705;Commanded position az=10.881, el=-44.705
11.33492; 172.519;  16.294;  10.881; -44.205;Commanded position az=10.881, el=-44.205
11.33513; 172.519;  16.794;  10.881; -43.705;Commanded position az=10.881, el=-43.705
11.33534; 172.519;  17.294;  10.881; -43.205;Commanded position az=10.881, el=-43.205
11.33555; 172.519;  17.794;  10.881; -42.705;Commanded position az=10.881, el=-42.705
11.33576; 172.519;  18.294;  10.881; -42.205;Commanded position az=10.881, el=-42.205
11.33597; 172.519;  18.794;  10.881; -41.705;Commanded position az=10.881, el=-41.705
11.33618; 172.519;  19.294;  10.881; -41.205;Commanded position az=10.881, el=-41.205
11.33639; 172.519;  19.794;  10.881; -40.705;Commanded position az=10.881, el=-40.705
11.33660; 172.519;  20.294;  10.881; -40.205;Commanded position az=10.881, el=-40.205
11.33681; 172.519;  20.794;  10.881; -39.705;Commanded position az=10.881, el=-39.705
11.33702; 172.519;  21.294;  10.881; -39.205;Commanded position az=10.881, el=-39.205
11.33723; 172.519;  21.794;  10.881; -38.705;Commanded position az=10.881, el=-38.705
11.33744; 172.519;  22.294;  10.881; -38.205;Commanded position az=10.881, el=-38.205
11.33764; 172.519;  22.794;  10.881; -37.705;Commanded position az=10.881, el=-37.705
11.33785; 172.519;  23.294;  10.881; -37.205;Commanded position az=10.881, el=-37.205
11.33806; 172.519;  23.794;  10.881; -36.705;Commanded position az=10.881, el=-36.705
11.33827; 172.519;  24.294;  10.881; -36.205;Commanded position az=10.881, el=-36.205
11.33848; 172.519;  24.794;  10.881; -35.705;Commanded position az=10.881, el=-35.705
11.33869; 172.519;  25.294;  10.881; -35.205;Commanded position az=10.881, el=-35.205
11.33890; 172.519;  25.794;  10.881; -34.705;Commanded position az=10.881, el=-34.705
11.33911; 172.519;  26.294;  10.881; -34.205;Commanded position az=10.881, el=-34.205
11.33932; 172.519;  26.794;  10.881; -33.705;Commanded position az=10.881, el=-33.705
11.33953; 172.519;  27.294;  10.881; -33.205;Commanded position az=10.881, el=-33.205
11.33974; 172.519;  27.794;  10.881; -32.705;Commanded position az=10.881, el=-32.705
11.33995; 172.519;  28.294;  10.881; -32.205;Commanded position az=10.881, el=-32.205
11.34016; 172.519;  28.794;  10.881; -31.705;Commanded position az=10.881, el=-31.705
11.34037; 172.519;  29.294;  10.881; -31.205;Commanded position az=10.881, el=-31.205
11.34058; 172.519;  29.794;  10.881; -30.705;Commanded position az=10.881, el=-30.705
11.34079; 172.519;  30.294;  10.881; -30.205;Commanded position az=10.881, el=-30.205
11.34099; 172.519;  30.794;  10.881; -29.705;Commanded position az=10.881, el=-29.705
11.34120; 172.519;  31.294;  10.881; -29.205;Commanded position az=10.881, el=-29.205
11.34141; 172.519;  31.794;  10.881; -28.705;Commanded position az=10.881, el=-28.705
11.34162; 173.019;  31.794;  10.381; -28.705;Commanded position az=10.381, el=-28.705
11.34183; 173.019;  31.294;  10.381; -29.205;Commanded position az=10.381, el=-29.205
11.34204; 173.019;  30.794;  10.381; -29.705;Commanded position az=10.381, el=-29.705
11.34225; 173.019;  30.294;  10.381; -30.205;Commanded position az=10.381, el=-30.205
11.34246; 173.019;  29.794;  10.381; -30.705;Commanded position az=10.381, el=-30.705
11.34267; 173.019;  29.294;  10.381; -31.205;Commanded position az=10.381, el=-31.205
11.34288; 173.019;  28.794;  10.381; -31.705;Commanded position az=10.381, el=-31.705
11.34309; 173.019;  28.294;  10.381; -32.205;Commanded position az=10.381, el=-32.205
11.34330; 173.019;  27.794;  10.381; -32.705;Commanded position az=10.381, el=-32.705
11.34351; 173.019;  27.294;  10.381; -33.205;Commanded position az=10.381, el=-33.205
11.34372; 173.019;  26.794;  10.381; -33.705;Commanded position az=10.381, el=-33.705
11.34393; 173.019;  26.294;  10.381; -34.205;Commanded position az=10.381, el=-34.205
11.34413; 173.019;  25.794;  10.381; -34.705;Commanded position az=10.381, el=-34.705
11.34434; 173.019;  25.294;  10.381; -35.205;Commanded position az=10.381, el=-35.205
11.34455; 173.019;  24.794;  10.381; -35.705;Commanded position az=10.381, el=-35.705
11.34476; 173.019;  24.294;  10.381; -36.205;Commanded position az=10.381, el=-36.205
11.34497; 173.019;  23.794;  10.381; -36.705;Commanded position az=10.381, el=-36.705
11.34518; 173.019;  23.294;  10.381; -37.205;Commanded position az=10.381, el=-37.205
11.34539; 173.019;  22.794;  10.381; -37.705;Commanded position az=10.381, el=-37.705
11.34560; 173.019;  22.294;  10.381; -38.205;Commanded position az=10.381, el=-38.205
11.34581; 173.019;  21.794;  10.381; -38.705;Commanded position az=10.381, el=-38.705
11.34602; 173.019;  21.294;  10.381; -39.205;Commanded position az=10.381, el=-39.205
11.34623; 173.019;  20.794;  10.381; -39.705;Commanded position az=10.381, el=-39.705
11.34644; 173.019;  20.294;  10.381; -40.205;Commanded position az=10.381, el=-40.205
11.34665; 173.019;  19.794;  10.381; -40.705;Commanded position az=10.381, el=-40.705
11.34686; 173.019;  19.294;  10.381; -41.205;Commanded position az=10.381, el=-41.205
11.34707; 173.019;  18.794;  10.381; -41.705;Commanded position az=10.381, el=-41.705
11.34728; 173.019;  18.294;  10.381; -42.205;Commanded position az=10.381, el=-42.205
11.34749; 173.019;  17.794;  10.381; -42.705;Commanded position az=10.381, el=-42.705
11.34769; 173.019;  17.294;  10.381; -43.205;Commanded position az=10.381, el=-43.205
11.34790; 173.019;  16.794;  10.381; -43.705;Commanded position az=10.381, el=-43.705
11.34811; 173.019;  16.294;  10.381; -44.205;Commanded position az=10.381, el=-44.205
11.34832; 173.019;  15.794;  10.381; -44.705;Commanded position az=10.381, el=-44.705
11.34853; 173.019;  15.294;  10.381; -45.205;Commanded position az=10.381, el=-45.205
11.34874; 173.019;  14.794;  10.381; -45.705;Commanded position az=10.381, el=-45.705
11.34895; 173.019;  14.294;  10.381; -46.205;Commanded position az=10.381, el=-46.205
11.34916; 173.019;  13.794;  10.381; -46.705;Commanded position az=10.381, el=-46.705
11.34937; 173.019;  13.294;  10.381; -47.205;Commanded position az=10.381, el=-47.205
11.34958; 173.019;  12.794;  10.381; -47.705;Commanded position az=10.381, el=-47.705
11.34979; 173.019;  12.294;  10.381; -48.205;Commanded position az=10.381, el=-48.205
11.35000; 173.019;  11.794;  10.381; -48.705;Commanded position az=10.381, el=-48.705
11.35021; 173.519;  11.794;   9.881; -48.705;Commanded position az=9.881, el=-48.705
11.35042; 173.519;  12.294;   9.881; -48.205;Commanded position az=9.881, el=-48.205
11.35063; 173.519;  12.794;   9.881; -47.705;Commanded position az=9.881, el=-47.705
11.35084; 173.519;  13.294;   9.881; -47.205;Commanded position az=9.881, el=-47.205
11.35105; 173.519;  13.794;   9.881; -46.705;Commanded position az=9.881, el=-46.705
11.35126; 173.519;  14.294;   9.881; -46.205;Commanded position az=9.881, el=-46.205
11.35146; 173.519;  14.794;   9.881; -45.705;Commanded position az=9.881, el=-45.705
11.35167; 173.519;  15.294;   9.881; -45.205;Commanded position az=9.881, el=-45.205
11.35188; 173.519;  15.794;   9.881; -44.705;Commanded position az=9.881, el=-44.705
11.35209; 173.519;  16.294;   9.881; -44.205;Commanded position az=9.881, el=-44.205
11.35230; 173.519;  16.794;   9.881; -43.705;Commanded position az=9.881, el=-43.705
11.35251; 173.519;  17.294;   9.881; -43.205;Commanded position az=9.881, el=-43.205
11.35272; 173.519;  17.794;   9.881; -42.705;Commanded position az=9.881, el=-42.705
11.35293; 173.519;  18.294;   9.881; -42.205;Commanded position az=9.881, el=-42.205
11.35314; 173.519;  18.794;   9.881; -41.705;Commanded position az=9.881, el=-41.705
11.35335; 173.519;  19.294;   9.881; -41.205;Commanded position az=9.881, el=-41.205
11.35356; 173.519;  19.794;   9.881; -40.705;Commanded position az=9.881, el=-40.705
11.35377; 173.519;  20.294;   9.881; -40.205;Commanded position az=9.881, el=-40.205
11.35398; 173.519;  20.794;   9.881; -39.705;Commanded position az=9.881, el=-39.705
11.35419; 173.519;  21.294;   9.881; -39.205;Commanded position az=9.881, el=-39.205
11.35440; 173.519;  21.794;   9.881; -38.705;Commanded position az=9.881, el=-38.705
11.35461; 173.519;  22.294;   9.881; -38.205;Commanded position az=9.881, el=-38.205
11.35482; 173.519;  22.794;   9.881; -37.705;Commanded position az=9.881, el=-37.705
11.35503; 173.519;  23.294;   9.881; -37.205;Commanded position az=9.881, el=-37.205
11.35523; 173.519;  23.794;   9.881; -36.705;Commanded position az=9.881, el=-36.705
11.35544; 173.519;  24.294;   9.881; -36.205;Commanded position az=9.881, el=-36.205
11.35565; 173.519;  24.794;   9.881; -35.705;Commanded position az=9.881, el=-35.705
11.35586; 173.519;  25.294;   9.881; -35.205;Commanded position az=9.881, el=-35.205
11.35607; 173.519;  25.794;   9.881; -34.705;Commanded position az=9.881, el=-34.705
11.35628; 173.519;  26.294;   9.881; -34.205;Commanded position az=9.881, el=-34.205
11.35649; 173.519;  26.794;   9.881; -33.705;Commanded position az=9.881, el=-33.705
11.35670; 173.519;  27.294;   9.881; -33.205;Commanded position az=9.881, el=-33.205
11.35691; 173.519;  27.794;   9.881; -32.705;Commanded position az=9.881, el=-32.705
11.35712; 173.519;  28.294;   9.881; -32.205;Commanded position az=9.881, el=-32.205
11.35733; 173.519;  28.794;   9.881; -31.705;Commanded position az=9.881, el=-31.705
11.35754; 173.519;  29.294;   9.881; -31.205;Commanded position az=9.881, el=-31.205
11.35775; 173.519;  29.794;   9.881; -30.705;Commanded position az=9.881, el=-30.705
11.35796; 173.519;  30.294;   9.881; -30.205;Commanded position az=9.881, el=-30.205
11.35817; 173.519;  30.794;   9.881; -29.705;Commanded position az=9.881, el=-29.705
11.35838; 173.519;  31.294;   9.881; -29.205;Commanded position az=9.881, el=-29.205
11.35859; 173.519;  31.794;   9.881; -28.705;Commanded position az=9.881, el=-28.705
11.35880; 174.019;  31.794;   9.381; -28.705;Commanded position az=9.381, el=-28.705
11.35900; 174.019;  31.294;   9.381; -29.205;Commanded position az=9.381, el=-29.205
11.35921; 174.019;  30.794;   9.381; -29.705;Commanded position az=9.381, el=-29.705
11.35942; 174.019;  30.294;   9.381; -30.205;Commanded position az=9.381, el=-30.205
11.35963; 174.019;  29.794;   9.381; -30.705;Commanded position az=9.381, el=-30.705
11.35984; 174.019;  29.294;   9.381; -31.205;Commanded position az=9.381, el=-31.205
11.36005; 174.019;  28.794;   9.381; -31.705;Commanded position az=9.381, el=-31.705
11.36026; 174.019;  28.294;   9.381; -32.205;Commanded position az=9.381, el=-32.205
11.36047; 174.019;  27.794;   9.381; -32.705;Commanded position az=9.381, el=-32.705
11.36068; 174.019;  27.294;   9.381; -33.205;Commanded position az=9.381, el=-33.205
11.36089; 174.019;  26.794;   9.381; -33.705;Commanded position az=9.381, el=-33.705
11.36110; 174.019;  26.294;   9.381; -34.205;Commanded position az=9.381, el=-34.205
11.36131; 174.019;  25.794;   9.381; -34.705;Commanded position az=9.381, el=-34.705
11.36152; 174.019;  25.294;   9.381; -35.205;Commanded position az=9.381, el=-35.205
11.36173; 174.019;  24.794;   9.381; -35.705;Commanded position az=9.381, el=-35.705
11.36194; 174.019;  24.294;   9.381; -36.205;Commanded position az=9.381, el=-36.205
11.36215; 174.019;  23.794;   9.381; -36.705;Commanded position az=9.381, el=-36.705
11.36236; 174.019;  23.294;   9.381; -37.205;Commanded position az=9.381, el=-37.205
11.36257; 174.019;  22.794;   9.381; -37.705;Commanded position az=9.381, el=-37.705
11.36278; 174.019;  22.294;   9.381; -38.205;Commanded position az=9.381, el=-38.205
11.36298; 174.019;  21.794;   9.381; -38.705;Commanded position az=9.381, el=-38.705
11.36319; 174.019;  21.294;   9.381; -39.205;Commanded position az=9.381, el=-39.205
11.36340; 174.019;  20.794;   9.381; -39.705;Commanded position az=9.381, el=-39.705
11.36361; 174.019;  20.294;   9.381; -40.205;Commanded position az=9.381, el=-40.205
11.36382; 174.019;  19.794;   9.381; -40.705;Commanded position az=9.381, el=-40.705
11.36403; 174.019;  19.294;   9.381; -41.205;Commanded position az=9.381, el=-41.205
11.36424; 174.019;  18.794;   9.381; -41.705;Commanded position az=9.381, el=-41.705
11.36445; 174.019;  18.294;   9.381; -42.205;Commanded position az=9.381, el=-42.205
11.36466; 174.019;  17.794;   9.381; -42.705;Commanded position az=9.381, el=-42.705
11.36487; 174.019;  17.294;   9.381; -43.205;Commanded position az=9.381, el=-43.205
11.36508; 174.019;  16.794;   9.381; -43.705;Commanded position az=9.381, el=-43.705
11.36529; 174.019;  16.294;   9.381; -44.205;Commanded position az=9.381, el=-44.205
11.36550; 174.019;  15.794;   9.381; -44.705;Commanded position az=9.381, el=-44.705
11.36571; 174.019;  15.294;   9.381; -45.205;Commanded position az=9.381, el=-45.205
11.36592; 174.019;  14.794;   9.381; -45.705;Commanded position az=9.381, el=-45.705
11.36613; 174.019;  14.294;   9.381; -46.205;Commanded position az=9.381, el=-46.205
11.36634; 174.019;  13.794;   9.381; -46.705;Commanded position az=9.381, el=-46.705
11.36655; 174.019;  13.294;   9.381; -47.205;Commanded position az=9.381, el=-47.205
11.36676; 174.019;  12.794;   9.381; -47.705;Commanded position az=9.381, el=-47.705
11.36696; 174.019;  12.294;   9.381; -48.205;Commanded position az=9.381, el=-48.205
11.36717; 174.019;  11.794;   9.381; -48.705;Commanded position az=9.381, el=-48.705
11.36738; 174.519;  11.794;   8.881; -48.705;Commanded position az=8.881, el=-48.705
11.36759; 174.519;  12.294;   8.881; -48.205;Commanded position az=8.881, el=-48.205
11.36780; 174.519;  12.794;   8.881; -47.705;Commanded position az=8.881, el=-47.705
11.36801; 174.519;  13.294;   8.881; -47.205;Commanded position az=8.881, el=-47.205
11.36822; 174.519;  13.794;   8.881; -46.705;Commanded position az=8.881, el=-46.705
11.36843; 174.519;  14.294;   8.881; -46.205;Commanded position az=8.881, el=-46.205
11.36864; 174.519;  14.794;   8.881; -45.705;Commanded position az=8.881, el=-45.705
11.36885; 174.519;  15.294;   8.881; -45.205;Commanded position az=8.881, el=-45.205
11.36906; 174.519;  15.794;   8.881; -44.705;Commanded position az=8.881, el=-44.705
11.36927; 174.519;  16.294;   8.881; -44.205;Commanded position az=8.881, el=-44.205
11.36948; 174.519;  16.794;   8.881; -43.705;Commanded position az=8.881, el=-43.705
11.36969; 174.519;  17.294;   8.881; -43.205;Commanded position az=8.881, el=-43.205
11.36990; 174.519;  17.794;   8.881; -42.705;Commanded position az=8.881, el=-42.705
11.37010; 174.519;  18.294;   8.881; -42.205;Commanded position az=8.881, el=-42.205
11.37031; 174.519;  18.794;   8.881; -41.705;Commanded position az=8.881, el=-41.705
11.37052; 174.519;  19.294;   8.881; -41.205;Commanded position az=8.881, el=-41.205
11.37073; 174.519;  19.794;   8.881; -40.705;Commanded position az=8.881, el=-40.705
11.37094; 174.519;  20.294;   8.881; -40.205;Commanded position az=8.881, el=-40.205
11.37115; 174.519;  20.794;   8.881; -39.705;Commanded position az=8.881, el=-39.705
11.37136; 174.519;  21.294;   8.881; -39.205;Commanded position az=8.881, el=-39.205
11.37157; 174.519;  21.794;   8.881; -38.705;Commanded position az=8.881, el=-38.705
11.37178; 174.519;  22.294;   8.881; -38.205;Commanded position az=8.881, el=-38.205
11.37199; 174.519;  22.794;   8.881; -37.705;Commanded position az=8.881, el=-37.705
11.37220; 174.519;  23.294;   8.881; -37.205;Commanded position az=8.881, el=-37.205
11.37241; 174.519;  23.794;   8.881; -36.705;Commanded position az=8.881, el=-36.705
11.37262; 174.519;  24.294;   8.881; -36.205;Commanded position az=8.881, el=-36.205
11.37283; 174.519;  24.794;   8.881; -35.705;Commanded position az=8.881, el=-35.705
11.37304; 174.519;  25.294;   8.881; -35.205;Commanded position az=8.881, el=-35.205
11.37325; 174.519;  25.794;   8.881; -34.705;Commanded position az=8.881, el=-34.705
11.37345; 174.519;  26.294;   8.881; -34.205;Commanded position az=8.881, el=-34.205
11.37366; 174.519;  26.794;   8.881; -33.705;Commanded position az=8.881, el=-33.705
11.37387; 174.519;  27.294;   8.881; -33.205;Commanded position az=8.881, el=-33.205
